;artista;musica;letra;selecionado
94;Jorge e Mateus;Anjo Moderno;"Quando eu pedi a sua mão
Você me deu de cara o coração
Mas que surpresa boa
Minha loteria em forma de uma pessoa

Já deu pra ver que nada vai entortar nosso caminho
Já deu pra perceber que a gente pensa igualzinho
E em cada sonho meu, cê sempre chega de fininho
Sem fazer esforço, me ganhou assim, facinho

De olho aberto ou fechado, eu só vejo você
Sua missão no mundo deve ser me proteger
'Cê' é tipo um anjo moderno, de roupa e sem asas
Que fez desse meu coração o seu céu, sua casa";1
95;Jorge e Mateus;Pra Ter o Seu Amor;"Agora já não tem mais jeito
Amo até seus defeitos
Não dá pra fugir
Se eu tenho um milhão de motivos pra te conquistar
Eu não vou desistir
Você é frio, é calor
É febre de amor, saudade de paixão
Eu sigo sempre rumo ao seu coração

Pra ter o seu amor
Eu viajei pelo seu mundo
Me vi com seus olhos
Descobri quem sou, ái ái ái

Pra ter o seu amor
Te pedi pra Deus de presente
Pra me ver contente
Ele te inventou";1
96;Jorge e Mateus;Terra Sem Cep;"Você dizia que eu trabalhava pra viver
Que vivia só pra trabalhar
Mas meu plano era juntar dinheiro
Aposentar mais cedo, tá aí o segredo

Tô abrindo mão de tudo e pra nós dois eu quero
Um lugarzinho violência zero
Dormir de porta aberta e caminhar sem medo
Perigo por lá só eu, ladrão de beijo
E aí, cê vem ou não?
Vai ser asfalto ou estrada de chão?

Eu tô vendendo tudo
Eu facilito, eu parcelo, aceito até cheque
Troco o meu escritório numa terra sem Cep
Eu e você, duas passagens de ida
Vai ser tipo assim, tipo vida";1
97;Jorge e Mateus;A Gente Nem Ficou;"A gente nem ficou,
Mesmo assim eu não tiro você da cabeça.
O pouco que durou
O nosso encontro me faz duvidar
Que um dia eu te esqueça.
Sei que pra nós dois um romance é
coisa delicada demais.
Não dá pra esquecer
O que vivemos antes um do outro.
Bem melhor a gente deixar rolar,
E se entregar, ver o fogo que apagou
Queimar de novo.

E ai quando vem me ver?
Tô aqui esperando você.
E nem dormi e a noite já passou.
Não consigo  mais me dominar
Você me enfeitiçou.

E a gente nem ficou UÔU UÔU
Olha o que me causou UÔU UÔU

E a gente nem ficou,

A gente nem ficou,
Mesmo assim eu não tiro você da cabeça.
O pouco que durou
O nosso encontro me faz duvidar
Que um dia eu te esqueça.
Sei que pra nós dois um romance é
coisa delicada de mais.
Não da pra esquecer
O que vivemos antes um do outro.
Bem melhor a gente deixar rolar
E se entregar, ver o fogo que apagou
Queimar de novo.

E ai quando vem me ver?
Tô aqui esperando você.
E nem dormi e a noite já passou.
Não consigo  mais me dominar
Você me enfeitiçou.

E ai quando vem me ver?
Tô aqui esperando você.
E nem dormi e a noite já passou.
Não consigo  mais me dominar
Você me enfeitiçou.

E a gente nem ficou UÔU UÔU
Olha o que me causou UÔU UÔU
E a gente nem ficou UÔU UÔU
E a gente nem ficou UÔU UÔU
E a gente nem ficou.";1
98;Jorge e Mateus;Coração Calejado;"Meus fracassos amorosos me afastam de ti
Tenho medo de me iludir
Eu já tive alguns amores, mas não tive amor
E foi isso que me deixou
Com o coração calejado
Morre de medo de se machucar
Coração calejado
Pra se entregar de novo, tem que escutar

Que você vai me amar com força
Que a nossa saudade vai ser louca
Se não for pra ser assim, esquece
Se me quer mesmo pra você, promete";1
99;Jorge e Mateus;Trincadinho;"Vale a pena eu gostar de você?
Vale a pena eu parar de beber pra te ver?
Vale a pena eu dormir mais tarde?
Vale a pena toda essa saudade?

Será que compensa eu largar minha rotina de cachaça?
Pra te ver lá em casa
E fazer vários nada, nada?

Já tá meio caminho andado
Se parar é prejuízo
Entre uma noite e outra,
eu vou correndo o risco de quebrar a cara
Pra quem já teve um coração quebrado
Um trincadinho é nada

Já tá meio caminho andado
Se parar é prejuízo
Entre uma noite e outra,
eu vou correndo o risco de quebrar a cara
Pra quem já teve um coração quebrado
Um trincadinho é nada";1
100;Gusttavo Lima;Milu;"Quem cai uma vez
Vai cair três
Só que eu to caindo pela décima vez
E quando eu decido que vou te esquecer
Cê fala que me ama só pra me prender

Se você sentisse amor do tanto que cê sabe fazer
Se me desse amor do tanto que me dá prazer
Mas você vem e vai
E eu querendo algo mais

Cê fica Milu, Milu... me iludindo
E eu fico no, fico no... bar caindo";1
101;Gusttavo Lima;Zé da Recaída;"Tô há mais de duas horas
Ensaiando uma recaída
Número já tá na tela
É só apertar o verde que liga

Me vê uma dose pra mudar minha vida
Da melhor que você tem
Pra ver se com inspiração em Old Parr, ela vem
O empurrãozinho que falta, ai ai ai
Pra completar essa chamada, ah

Atende aí
O Zé da Recaída tá ligando aí
Eu não to nem aí
Se salvou meu nome assim
O importante é que ao vivo
Cê me chama de benzim

Atende aí
O Zé da Recaída tá ligando aí
Eu não to nem aí
Se salvou meu nome assim
O importante é que ao vivo
Cê me chama de benzim";1
102;Gusttavo Lima;Respeita o Nosso Fim;"Por favor
Não beija outra boca na minha frente não
Respeita o luto do meu coração
Que ainda não te superou
É que só de imaginar você
Nas preliminares no sofá
Você virando o olho pra outro na hora H
É melhor nem pensar

É que eu não to querendo me álcool destruir 
Deixa pelo menos o meu coração te esquecer
Mais um pouquinho
Respeita o nosso fim
É que eu não to querendo me autodestruir
Deixa pelo menos o meu coração te esquecer
Mais um pouquinho
Respeita o nosso fim

É que só de imaginar você
Nas preliminares no sofá
Você virando o olho pra outro na hora H
É melhor nem pensar

É que eu não to querendo me álcool destruir 
Deixa pelo menos o meu coração te esquecer
Mais um pouquinho
Respeita o nosso fim
É que eu não to querendo me autodestruir
Deixa pelo menos o meu coração te esquecer
Mais um pouquinho
Respeita o nosso fim";1
103;Gusttavo Lima;Na Hora de Amar;"Seu olhar sempre está muito longe
Em um lugar que se chama solidão
Chego a pensar
Que você se esconde da minha paixão
Sempre a voar, pensamento distante
E eu me pergunto: O que foi que fiz?
Mas são palavras que ninguém responde
te vejo infeliz

Você deve estar com medo de contar
Que seu amor por mim acabou
sempre fingiu, nada sentiu
Na hora de amar

Eu vejo o sol se afastando no horizonte
Igual você que se escondeu de mim
Não sei porque um amor que era tão grande
Foi ficando assim

Você deve estar com medo de contar
Que seu amor por mim acabou
sempre fingiu, nada sentiu
Na hora de amar

A gente sente quando tudo acabou
Quando o encanto da paixão sumiu, oh, oh
Um sentimento que só meu coração descobriu
Uoh, oh oh oh oh
Você deve estar, com medo de contar
Que seu amor por mim acabou
Sempre fingiu nada sentiu
Na hora de amar";1
104;Gusttavo Lima;Cem Mil;"Não fale mais o meu nome
Não me telefone
Por favor, não pergunte por mim

Vê se me esquece e some
Se eu te ver de longe
Viro a cara, finjo que não vi

Mas eu não vou mentir
Tá doendo lá no fundo
Sem você, eu não consigo mais dormir

Vamos fazer assim
Melhor não me procurar
Porque eu morro de medo de te perdoar

Eu tô falando mal de você, iê
Que você nunca soube fazer, iê
Cem mil, com quem quiser, eu aposto
Se ela bater o dedo, eu volto

Ela não vale um real
Mas eu adoro";1
105;Gusttavo Lima;Perrengue;"E não foi só uma vez não
Que eu tentei reconciliação
Eu bato demais na mesma tecla
Eu querendo paz e você guerra

Até onde eu sei, relacionamento é a dois
Meu nome na sua agenda era atender depois
Terminei, fiquei mal, tô triste
Mas quando um não quer, dois não existe

E que eu vou sentir falta, eu vou
Eu vou beber lembrando, eu vou
Cê vai passar o perrengue que meu coração sofreu
Quando perceber que me perdeu

E que eu vou sentir falta, eu vou
Eu vou beber lembrando, eu vou
Cê vai passar o perrengue que meu coração sofreu
Quando perceber que me perdeu

Tudo que vai volta, menos eu";1
106;Gusttavo Lima;Fui Fiel;"Foi bonito, foi
Foi intenso, foi verdadeiro
Mas sincero
Sei que fui capaz
Fiz até demais
Te quis do teu jeito

Te amei, te mostrei
Que o meu amor foi o mais profundo
Me doei, me entreguei
Fui fiel
Chorei, chorei

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Foi bonito, foi
Foi intenso, foi verdadeiro
Mas sincero
Sei que fui capaz
Fiz até demais
Te quis do teu jeito

Te amei e mostrei
Que o meu amor foi o mais profundo
Me doei, me entreguei
Fui fiel
Chorei, chorei

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! ""

Hoje eu acordei, me veio a falta de você
Saudade de você, saudade de você
Lembrei que me acordava de manhã só pra dizer
""Bom dia, meu bebê!
Te amo, meu bebê! """;1
107;Gusttavo Lima;Diz Pra Mim;"Desde o inicio você esteve tão presente
E eu só te evitando
Estou do outro lado as coisas mudam com o tempo
E hoje não vivo sem você

E agora você diz pra mim oh oh
Que já não é bem assim oh oh
Já está tão perto o fim do nosso amor
Nosso amor

Diz o que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

Desculpe mas eu não entendo
A gente se perdeu no tempo
E eu fiquei tão perdido
Confesso que às vezes penso na gente
E em um recomeço
Melhor e bem diferente

Mas tem que partir de você oh oh
Amor fazer por merecer oh oh
Porque não se conserta assim
O nosso amor, nosso amor
Nosso amor, amor

Diz o que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

Não posso aceitar, não é nosso fim
Está escrito nas estrelas você nasceu pra mim
Depende de nós tudo mudar
Eu quero e sei que você também
(Diz pra mim)

Diz o que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

O que é preciso pra te ter aqui comigo
Pra fazer o nosso amor reviver
Pra não te perder
O que é preciso pra te ter aqui comigo
E a velha chama reacender
Pra não te perder

Pra não te perder";1
108;Gusttavo Lima;Tudo Que Vai Um Dia Volta;"Você tá tão de boa né
Só o seu coração que tá de pé
O seu sorriso é de quem superou
Só foi tão fácil porque não existiu amor

Não é que eu to te desejando mal
Mas como vou desejar sorte pra um casal
Que não seja eu e você
Meu Deus que raiva de você

Tomara que no seu encontro com ele
Você quebre a cara
Tomara tomara
Que a taça de vinho derrame
Da sua boca escape meu nome
Pra você aprender
Pra você aprender

Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Afinal um arranhão
Não passa perto do estrago que fez no meu coração

Tomara que no seu encontro com ele
Você quebre a cara
Tomara tomara
Que a taça de vinho derrame
Da sua boca escape meu nome
Pra você aprender
Pra você aprender

Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele

Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Porque tudo que vai um dia volta
Você é o motivo da minha revolta
Confesso que eu to torcendo pra você
Terminar com ele
Afinal um arranhão
Não passa perto do estrago que fez no meu coração";1
109;Gusttavo Lima;10 Anos;"Fala
Seria covardia ir embora sem dizer por quê
Existem tantas páginas dessa história pra escrever
Não venha inventar um fim

Fala
Depois de tanto tempo juntos, você vai deixar no ar?
Será que pensa que agindo assim o amor irá mudar?
Há tanto ainda pra viver
Tudo é nada sem você

Nosso amor não acabou e ainda digo mais
Vou te fazer lembrar de tudo que me prometeu há 10 anos atrás
Amor e muito mais
Tô pagando pra ver se você é capaz de me esquecer

Se for capaz, me esqueça";1
110;Gusttavo Lima;Carrinho na Areia;"Tô mais caseiro
Diminui o álcool
Troquei ate as rodas do meu carro
Supermercado, troquei a lista
Tem caixa de leite no lugar da caixa de latinha

Sou o exemplo da casa
Tem dois pequenos na área
Todo meu tempo agora é só deles
Dos dois e da mãe deles

Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender
Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender

Sou o exemplo da casa
Tem dois pequenos na área
Todo meu tempo agora é só deles
Dos dois e da mãe deles

Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender
Da garrafa pra mamadeira
Da balada pro pula-pula e um carrinho na areia
To mudado, to feliz, dá pra ver
Quando tiver filho cê vai entender";1
111;Gusttavo Lima;Quem Traiu Levou;"Não tô jogando praga
Se tratando de amor, aqui se faz, aqui se paga
Vai preparando pra latada

E o que eu bebi, cê vai beber
E o que eu sofri, cê vai sofrer
Vai ver quanto custa amar alguém que não vale nada

Traição uma hora tem volta
Ela vem e não bate na porta
Tô aqui ansioso esperando sua vez chegar

Oh, oh, oh, oh, quem traiu levou
Desde que o mundo é mundo isso é regra
Vem na mesma moeda dobrado o valor
Oh, oh, oh, oh, quem traiu levou
O benzinho eu não quero o seu mal
Só sei que no final vai sorrir quem chorou";1
112;Gusttavo Lima;Online;"Já foi a maior alegria do meu coração
Depois virou minha maior decepção

Devia ter pensado antes
De trocar uma vida por um lance
Como é que ainda tem coragem
De pedir outra chance

Tá mandando mensagem pra que?
Querendo voltar onde não tem volta
Será que tá difícil de entender
Que um online sem resposta é resposta

Tá mandando mensagem pra que?
Querendo voltar onde não tem volta
Será que tá difícil de entender
Que um online sem resposta é resposta

Cheguei à conclusão
Você só gosta de quem não se importa";1
113;Gusttavo Lima;Mil Vezes Cantarei;"Cada vez que eu penso em você
Dói lembrar tanto amor que eu te dei
Teu amor que um dia foi meu
Hoje eu não sei
Quando o dia amanhece eu sinto que você ainda está nessa cama
E em minha emoção se derrama
Choro por ti
Se não fosse por essa canção
Já teria morrido de amor
Mas eu tenho a estranha ilusão
Que me escute e volte para mim
Mas de mil vezes cantarei
Porque não morre a ilusão
E onde quer que você vá
Escutará seu coração
Mais de mil vezes cantarei
Porque não morre essa paixão
E eu estou seguro que escutará seu coração
O seu coração
Se não fosse por essa canção
Já teria morrido de amor
Mas eu tenho a estranha ilusão
Que me escute e volte para mim
Mas de mil vezes cantarei
Porque não morre a ilusão
E onde quer que você vá
Escutará seu coração
Mais de mil vezes cantarei
Porque não morre essa paixão
E eu estou seguro que escutará seu coração
O seu coração
Que não morre essa paixão
E que não morra, por favor
Não nosso amor
O nosso amor";1
114;Gusttavo Lima;Tá Faltando Eu (Part. Jorge e Mateus);"Tá faltando eu em mim
Pergunto, mas não sei quem sou
Não sei se é bom ou se é ruim
Quero ficar, não sei se vou

Sou doce e amargo ao mesmo tempo
Me policio sem razão
Razão é o tipo que invento
Pra não cair na palma da mão

Tá faltando mais ação
Pra encarar e não fugir
A lava que já foi vulcão
É um iceberg dentro de mim

Pegadas que se tornam areia
Castelo de areia sempre cai
Se olham pra mim de cara feia
Meu coração desaba num ai

Preciso me curtir bem mais
É pena que só olho pros lados
Se a alma quer um banho de sais
O corpo quer me ver apaixonado

O medo aguça a atração
A solidão na pele arde
Espero que quando eu me ver
E acordar não seja tarde";1
115;Gusttavo Lima;Apelido Carinhoso;"Amor, não é segredo entre a gente
Que o meu término é recente
E você está arrumando o que ela revirou

E esse sentimento pendente
Que insiste em bagunçar a minha mente
Vai passar um dia, mas ainda não passou

Eu sei que você poderia ter escolhido 
Alguém menos complicado
Que não tivesse no presente uma pessoa do passado
Aceitar essa situação é uma prova de amor
Mas eu preciso que você me faça só mais um favor

Ainda não me chame de meu nego
Ainda não me chame de bebê
Porque era assim que ela me chamava
E o apelido carinhoso 
É o mais difícil de esquecer";1
116;Gusttavo Lima;Eu Não Iria;"De novo você vindo com esse papo bobo
Dizendo que quer terminar, que acabou é o fim
Mas não é tão simples assim

E de novo, você me xinga e joga tudo fora
Não tá nem aí pra nossa história
Melhor você pensar direito agora
Se sair por essa porta, não vai mais voltar
E guarda o conselho que eu vou te dar

Se fosse você eu não iria, não dá pra esquecer
E quanto mais distante mais seu coração
Vai me querer
Eu não iria, melhor ficar aqui
Chegando em casa vai se arrepender
E vai voltar pra mim

E de novo, você me xinga e joga tudo fora
Não tá nem aí pra nossa história
Melhor você pensar direito agora
Se sair por essa porta, não vai mais voltar
E guarda o conselho que eu vou te dar

Se fosse você eu não iria, não dá pra esquecer
E quanto mais distante mais seu coração
Vai me querer
Eu não iria, melhor ficar aqui
Chegando em casa vai se arrepender
E vai voltar pra mim";1
117;Gusttavo Lima;60 Segundos;"Me dê um minuto pra falar
Que eu preciso de você meu amor
59 segundos é o que resta
Pra entender essa paixão no meu peito.

Cada segundo que se passa
Mais aumenta essa vontade
Esse desejo, essa paixão
Que me domina, me fascina

O teu jeito de menina, tão linda
Você enlouquece o meu coração
Você sabe que eu estou em suas mãos

O tempo passa depressa quando estou com você
As horas viram minutos não consigo entender
E o que eu mais quero é viver ao seu lado...
Cada segundo amor

O tempo passa depressa quando estou com você
As horas viram minutos não consigo entender
E o que eu mais quero é viver ao seu lado...
Cada segundo amor

Te fazer feliz por toda vida.


By: Fernanda Almeida";1
118;Gusttavo Lima;Mundo de Ilusões;"Ei, por que tá me ligando em plena madrugada
Se entre nós dois não existe mais nada
Quer fazer com ele o que fez comigo

Ei, será que você não consegue ser fiel
Tá falando comigo dentro de um motel
Enganando ele como me enganou

Não vai ser dessa vez
Que vai fazer com ele o que você me fez
Por favor me escute logo de uma vez
Seu amor é um mundo de ilusões
Brigando com dois corações

Será que dentro do seu peito não tem coração
E a sua cabeça só pensa em traição
Sai pra lá com esse seu amor bandido

Me traiu com ele, quer trair ele comigo
Uo, uo
Você não sabe dar valor
Uo, uo
Agora perdeu o meu amor
Uo, uo
E vai perder ele também
Não deu certo comigo, não da certo com ninguém

Uo, uo, uo, uo, uo, uo, uo, uo
Agora perdeu o meu amor
Uo, uo
E vai perder ele também
Não deu certo comigo, não da certo com ninguém

Ei, porque tá me ligando em plena madrugada
Se entre nós dois não existe mais nada
Que fazer com ele o que fez comigo

Ei, será que você não consegue ser fiel
Tá falando comigo dentro de um motel
Enganando ele como me enganou

Não vai ser dessa vez
Que vai fazer com ele o que você me fez
Por favor me escute logo de uma vez
Seu amor é um mundo de ilusões
Brigando com dois corações

Será que dentro do seu peito não tem coração
E a sua cabeça só pensa em traição
Sai pra lá com esse seu amor bandido";1
119;Gusttavo Lima;Caquinho;"A menina que não sabia o que era um coração
Quando soube que podia ter o meu em suas mãos
Usou, feito um ioiô
Fingiu saber falar de amor
Me chamando de amor, oh-oh
De tanto brincar, quebrou e não quis consertar
Como de costume, achou bem melhor trocar

Vai ser sempre assim
Olha eu aqui, juntando caquinho por caquinho
Vai lembrar de mim, quando for juntar
Caquinho por caquinho, depois que alguém brincar, quebrar
E te trocar, é sempre assim

Usou, feito um ioiô
Fingiu saber falar de amor
Me chamando de amor, oh-oh
De tanto brincar, quebrou e não quis consertar
Como de costume, achou bem melhor trocar

Vai ser sempre assim
Olha eu aqui, juntando caquinho por caquinho
Vai lembrar de mim, quando for juntar
Caquinho por caquinho, depois que alguém brincar, quebrar
E te trocar, é sempre assim

Olha eu aqui, juntando caquinho por caquinho
Vai lembrar de mim, quando for juntar
Caquinho por caquinho, depois que alguém brincar, quebrar
E te trocar, é sempre assim
Cristiane Moreira";1
120;Gusttavo Lima;Sujeito;"Do que adianta apagar meu número da agenda
Se você sabe que ele ta gravado dentro da sua memoria
Do que adianta tomar todas no fim de semana
Se na segunda feira vai se repetir a mesma história
Você vai acordar, se olhar no espelho
E ai vai lembrar que existe um sujeito
Que você tenta e não consegue esquecer
Que não consegue esquecer

E quando se tocar que não tem volta
Cê vai querer voltar, faça uma aposta
Vai sentir por dentro tão vazia
Vai ver que era feliz e não sabia
Vai sobrar espaço na sua cama
Mas vai faltar alguém pra dizer que te ama
Mas mesmo ele tendo mil defeitos
Ninguém te completava como aquele sujeito

Você vai acordar, se olhar no espelho
E ai vai lembrar que existe um sujeito
Que você tenta e não consegue esquecer
Que não consegue esquecer

E quando se tocar que não tem volta
Cê vai querer voltar, faça uma aposta
Vai sentir por dentro tão vazia
Vai ver que era feliz e não sabia
Vai sobrar espaço na sua cama
Mas vai faltar pra dizer que te ama
Mas mesmo ele tendo mil defeitos
Ninguém te completava como aquele sujeito

E quando se tocar que não tem volta
Cê vai querer, faça uma aposta
Vai sentir por dentro tão vazia
Vai ver que era feliz e não sabia
Vai sobrar espaço na sua cama
Mas vai faltar pra dizer que te ama
Mas mesmo ele tendo mil defeitos
Ninguém te completava como aquele sujeito

Não adianta apagar meu numero da agenda";1
121;Gusttavo Lima;Final do Fim;"Sinto a boca secando
Tá acontecendo de novo
E o meu rosto molhando
E a mão enxugando o olho
Culpa dessa cidade que é tão pequena
Faz a gente se esbarrar direto por ai
Ainda bem que só te vi sozinha
É que aqui dentro você ainda é minha
Ainda é minha

Confere no seu coração o pedaço que falta
Que eu corto do meu e te entrego de volta
Antes que alguém apareça e te roube de mim
É questão de detalhe, isso a gente resolve
Não vou ficar parado enquanto o amor se move
A gente se acertando vai ser o final do fim
A gente se acertando vai ser o final do fim

Culpa dessa cidade que é tão pequena
Faz a gente se esbarrar direto por ai
Ainda bem que só te vi sozinha
É que aqui dentro você ainda é minha
Ainda é minha

Confere no seu coração o pedaço que falta
Que eu corto do meu e te entrego de volta
Antes que alguém apareça e te roube de mim
É questão de detalhe isso a gente resolve
Não vou ficar parado enquanto o amor se move
A gente se acertando vai ser o final do fim

Confere no seu coração o pedaço que falta
Que eu corto do meu e te entrego de volta
Antes que alguém apareça e te roube de mim
É questão de detalhe isso a gente resolve
Não vou ficar parado enquanto o amor se move
A gente se acertando vai ser o final do fim
A gente se acertando vai ser o final do fim";1
122;Gusttavo Lima;Lo Que Tú y Yo Vivimos;"Gusttavo Lima
Lo mejor que suena ahora
Você, melhor que ninguém sabe
Que fui seu homem, que não há ninguém
Que possa te amar o que eu te amei
Tu sabes, não é possível esquecer-te
Sem ti não sou o mesmo de antes
Embora pensem que estou bem

Lo tengo todo, todo, todo
Casi todo, todo, todo
Porque me faltas tú
Ay lo tengo todo, todo, todo
Casi todo, todo, todo
Porque me faltas tú
Lo que tú y yo vivimos
Fue lindo, fue loco, distinto
Un amor de los que no se ven
De los que quedan poco
Lo que tú y yo vivimos
Fue lindo, fue loco, distinto
Y aunque duerma otro en tú cama
Yo se bien que a quien tu amas

Soy yo (oh)
Sou eu
Soy yo (oh)
Eu

Gente de Zona
Gusttavo Lima
Lo mejor que suena ahora

Tengo aliento pero no tus alas
Tengo besos que extrañan tu cama
Y tardes que pierden el color
Tú sabes, que yo jamás podré olvidarte
Estés con quien estés yo voy a amarte
De mi vida tú eres la razón

Eu tenho tudo, tudo, tudo
Ou quase tudo, tudo, tudo
Porque me faltas tu
Eu tenho tudo, tudo, tudo
Ou quase tudo, tudo, tudo
Porque me faltas tu

Lo que tú y yo vivimos
Fue lindo, fue loco, distinto
Un amor de los que no se ven
De los que quedan pocos
Lo que tú y yo vivimos
Fue lindo, fue loco, distinto
Y aunque duerma otro en tu cama
Yo se bien que a quien tu amas
Soy yo
Oh oh oh oh

E o que nós vivemos
Foi lindo, foi louco, distinto
Um amor igual que não se vê
Que se encontra em poucos
Lo que tú y yo vivimos
Fue lindo, fue loco, distinto
Y aunque duerma otro en tu cama
Yo sé bien que a quien tu amas soy yo

Soy yo
Sou eu (oh)

Gente de Zona
Lo mejor que suena ahora
Gusttavo Lima
Te lo dije
Cuba, ole, Brasil
Cristiane Moreira";1
123;Gusttavo Lima;Chora Até Perder a Fala;"Chora, chora, chora até perder a fala
Na mesma cama que usava pra se divertir
Agora deita pra sentir falta de mim

Eu te avisei
Mas desviou o foco se arrependeu
E agora chora na boca de um copo

Você não vai saber onde me procurar
Não vou deixar vestígios para você me encontrar
E aí?
Aceita de uma vez que já chegou o nosso fim

Quando quiser me ver tem que se contentar
E só vai ser possível através do seu celular
E aí?
Só desse jeito pra você chegar perto de mim";1
124;Gusttavo Lima;O Resto É Resto;"Aonde você vai com meu sorriso
Onde vai levar meu coração

Quem te deu permissão pra entrar
Desse jeito em minha vida
E a primeira impressão do amor
É sempre a que fica

E ficou
Foi tiro e queda quando a gente se olhou
Eu descobri que era amor

Fecha a conta dos amores que eu já vivi
Abre aspas to sentido o que nunca senti
É simples mas eu to completo
Depois de você eu vi que o resto é resto
Fecha a conta dos amores que eu já vivi
Abre aspas to sentido o que nunca senti
É simples mas eu to completo
Depois de você eu vi que o resto é resto";1
125;Henrique e Juliano;Liberdade Provisória;"No inicio foi assim
Terminou tá terminado
Cada um pro seu lado
Não precisa ligar mais

Só que foi eu quem terminou
E quem foi largado não espera
Eu segui minha vida
Até ela começar seguir a dela

E do meio pro final
Eu so ia pra onde ela tava
Cada beijo no rosto que outra
Boca dava eu morria de raiva

E ela tava mais linda
Cada vez que eu olhava
O ciúmes não tava batendo
Tava dando porrada

E eu implorei, pra voltar
E ela me matou na unha
Disse que eu tava solteiro
Eu tava solteiro porra nenhuma

Implorei pra voltar
Não me manda embora
Sou preso da sua vida
Era só liberdade provisória

Vai ter que me aceitar de volta
AAh aah";1
126;Henrique e Juliano;Quem Pegou, Pegou;"Hoje é a sexta 
Mais estranha da minha vida 
Já passou das 8 
E eu nem toquei em bebida 

Eu mudei de celular 
Pro passado não me achar 
Da balada Tirei meu nome da lista 
Eu achei sem procurar 
Viciei só de provar 
No coração 
Pendurei uma plaquinha 
Que dizia: 

Quem pegou, pegou, pegou 
Não pega mais! 
Quem beijou, beijou, beijou 
Não beija mais! 
Tem um amor de balada 
Virando amor da minha vida 
Quem diria 

Quem pegou, pegou, pegou
Não pega mais! 
Quem beijou, beijou, beijou 
Não beija mais! 
Tem um amor de balada 
Virando amor da minha vida 
Quem diria 

Que eu beijaria 
A mesma boca todo dia!";1
127;Henrique e Juliano;Recaídas;"Você pode 
Ficar com quem você quiser 
não tem nada a ver,
Eu não mando em você,
Mas ainda choro e quando alguém
comenta não quero saber,

Me preocupo 
E apesar dos pesares
eu sempre quero te ver bem,
E ainda vou além, 
Em uma relação sei que não vai ser fácil 
amar outro alguém,

E hoje 
Mesmo separados sinto que o seu corpo ainda é meu,
Às vezes me escondo
e faço de tudo pra ninguém notar que eu
Vivo e morro por ti,
Tem semanas que às vezes sofro e vem as recaídas,

Às vezes 
Eu queria ter o poder de poder
te apagar da memória
E nessa fraqueza 
ter força pra fazer com que essa nossa história 
Não passe de passado e fique da porta pra fora.

Se eu pudesse te apagar da minha mente,
apagaria agora,
Mas toda vez que eu me lembro de nós dois
Meu coração sempre chora, 
e é sempre a mesma historia.";1
128;Henrique e Juliano;Como É Que a Gente Fica;"Eu tava certo
De que o amor era para outros
Não era pra mim

Um cara esperto
Fechado no meu canto
Eu só vivia assim

Entre uma boca e outra
Uma dose e outra
Toda madrugada
Nessa vida louca
Nem passou pela cabeça
Me apaixonar

Eu esbarrei no seu olhar
Tropecei no seu beijo
Colei no seu rosto
Eu queimei a língua

Foi na ponta do queixo
Me acertou de jeito
Olha eu na sua vida

Pensa, explica
Como é que a gente fica";1
